0	BR65472
1	BR56543	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.tianjin-air.com/airx_res/doc/ResponsibilityReport2016_CN.pdf'': 'http://www.tianjin-air.com/airx_res/doc/ResponsibilityReport2016_CN.pdf'
1	BR54759	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host dc602r66yb2n9.cloudfront.net:443 ssl:default [getaddrinfo failed]': 'https://dc602r66yb2n9.cloudfront.net/pub/web/attachments/publications/Nokian_Tyres_Corporate_Sustainability_Report_2016.pdf'
1	BR68770	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://images.timberland.com/is/content/TimberlandBrand/Responsibility/downloads/2019/All%20Q3.pdf'': 'https://images.timberland.com/is/content/TimberlandBrand/Responsibility/downloads/2019/All%20Q3.pdf'
1	BR62311	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://corp.rossstores.com/media/53058/ross_csr_overview_2019.pdf'': 'https://corp.rossstores.com/media/53058/ross_csr_overview_2019.pdf'
1	BR66735	<class 'aiohttp.client_exceptions.ClientResponseError'> - '406, message='Not Acceptable', url='https://www.kellyservices.com/about-kelly/sustainability/'': 'https://www.kellyservices.com/global/globalassets/documents/sustainability/kelly_sustainability_report_2019.pdf'
1	BR68695	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host uat-www.testritegroup.com:443 ssl:default [getaddrinfo failed]': 'http://www.testritegroup.com/GWS/2018csr_report_en.pdf'
1	BR60356	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.hagl.com.vn/UserFiles/file/bctn%202017%20en/HAGL_AR2017_Eng_Pages.pdf'': 'http://www.hagl.com.vn/UserFiles/file/bctn%202017%20en/HAGL_AR2017_Eng_Pages.pdf'
1	BR53625	time-out for 'http://www.irb.co.in/home/wp-content/uploads/2017/03/IRB_Annual-Report-2016-17_Final-Text-1.pdf' Connection timeout to host http://www.irb.co.in/home/wp-content/uploads/2017/03/IRB_Annual-Report-2016-17_Final-Text-1.pdf
1	BR61355	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url="https://mercada.fi/sites/default/files/Mercada%20Oy's%20Sustainability%20Report%202017.pdf"': 'https://mercada.fi/sites/default/files/Mercada%20Oy%27s%20Sustainability%20Report%202017.pdf'
1	BR51602	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.citrosuco.com.br/sustentabilidade/relatorio-de-sustentabilidade.html'': 'http://www.citrosuco.com.br/sustentabilidade/relatorio-de-sustentabilidade.html'
1	BR52938	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.groupem6.fr/content/uploads/2017/01/Rapport-D%C3%A9veloppement-Durable-v2016-EN-1.pdf'': 'http://www.groupem6.fr/content/uploads/2017/01/Rapport-D%C3%A9veloppement-Durable-v2016-EN-1.pdf'
1	BR56337	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.takasago.com/en/sustainability/pdf.html'': 'http://www.takasago.com/en/sustainability/pdf.html'
1	BR50943	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.bergerpaints.com/upload/investors/annual-reports/ar-16-17.pdf'': 'https://www.bergerpaints.com/upload/investors/annual-reports/ar-16-17.pdf'
1	BR54727	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.nipponexpress-holdings.com/ja/sustainability/report/pdf/2017-CSR-report/2017-CSR2017-zenpen.pdf'': 'https://www.nittsu.co.jp/corporate/csr/report/pdf/2017-CSR-report/2017-CSR2017-zenpen.pdf'
1	BR54485	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.mmc.mn/uploads/2017-04-27_e101.pdf'': 'http://www.mmc.mn/uploads/2017-04-27_e101.pdf'
1	BR68285	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.sicredi.com.br/html/conheca-o-sicredi/sustentabilidade/arquivo/rs-sicredi_v10_digital.pdf/'': 'https://www.sicredi.com.br/html/conheca-o-sicredi/sustentabilidade/arquivo/rs-sicredi_v10_digital.pdf'
1	BR59180	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.deltaww.com/filecenter/about/download/2017_Delta_CSR_Report_EN.pdf'': 'http://www.deltaww.com/filecenter/about/download/2017_Delta_CSR_Report_EN.pdf'
1	BR57585	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://alectrautilities.com/wp-content/uploads/Sustainability-Report-Alectra-2017.pdf'': 'https://www.alectrautilities.com/wp-content/uploads/Sustainability-Report-Alectra-2017.pdf'
1	BR56665	<class 'aiohttp.client_exceptions.ClientResponseError'> - '500, message='Internal Server Error', url='https://trecsa.com.gt/noticias/informes-de-sostenibilidad-2016'': 'http://www.trecsa.com.gt/comunicaciones/informes-de-sostenibilidad-2016'
1	BR65597	Wrong content-type 'text/html' for 'https://raport2018.csr.enea.pl/en/gri-index'
1	BR70976	time-out for 'https://www.unimedvtrp.com.br/gri/indice-remissivo/' Timeout on reading data from socket
1	BR58100	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.banpara.b.br/media/230831/relat_rio_de_sustentabilidade_250518.pdf'': 'http://www.banpara.b.br/media/230831/relat_rio_de_sustentabilidade_250518.pdf'
1	BR52946	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.grupazywiec.pl/wp-content/uploads/2017/08/Warzymy-Lepszy-%C5%9Awiat-Raport-wp%C5%82ywu-Grupy-Kapita%C5%82owej-%C5%BBywiec-za-2016-rok-16-sierpnia.compressed.pdf'': 'http://www.grupazywiec.pl/wp-content/uploads/2017/08/Warzymy-Lepszy-%C5%9Awiat-Raport-wp%C5%82ywu-Grupy-Kapita%C5%82owej-%C5%BBywiec-za-2016-rok-16-sierpnia.compressed.pdf'
1	BR51434	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.chng.com.cn/n645646/n647754/c39572084/part/39572101.pdf'': 'http://www.chng.com.cn/n645646/n647754/c39572084/part/39572101.pdf'
1	BR69682	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://clinicasagradocorazon.com.co/wp-content/uploads/2020/06/Informe-Cl%C3%ADnica-Sagrado-sostenibilidad-2019.pdf'': 'http://www.clinicasagradocorazon.com.co/wp-content/uploads/2020/06/Informe-Cl%C3%ADnica-Sagrado-sostenibilidad-2019.pdf'
1	BR51781	Wrong content-type 'text/html' for 'http://coopertire.com/CooperTireCorporate2015/media/Media/sustainability-report/2016_Sustainability_Report.pdf'
1	BR58956	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.csi.cat/media/upload/arxius/consorci/memories/memoria_2017.pdf#page=81'': 'https://www.csi.cat/media/upload/arxius/consorci/memories/memoria_2017.pdf#page=81'
1	BR60729	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.james-fisher.com/files/2315/2524/7603/248108_James_Fisher_Web.pdf'': 'https://www.james-fisher.com/files/2315/2524/7603/248108_James_Fisher_Web.pdf'
1	BR52269	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='NOT FOUND', url='https://www.enami.cl/images/stories/pdf/final_solo%20reporte_pag%20a%20paga.pdf'': 'http://www.enami.cl/images/stories/pdf/final_solo%20reporte_pag%20a%20paga.pdf'
1	BR54325	Wrong content-type 'text/html' for 'http://www.maxis.com.my/en/about-maxis/corporate-responsibility/sustainability-reports.html'
1	BR51730	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.conai.org/wp-content/uploads/2017/05/Libro_2_LEconomia_Circolare_in_Italia_la-voce_delle_aziende.pdf'': 'http://www.conai.org/wp-content/uploads/2017/05/Libro_2_LEconomia_Circolare_in_Italia_la-voce_delle_aziende.pdf'
1	BR55965	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.slsp.sk/content/dam/sk/slsp/www_slsp_sk/documents/financne-ukazovatele/annual-report-slsp-2016.pdf'': 'https://www.slsp.sk/content/dam/sk/slsp/www_slsp_sk/documents/financne-ukazovatele/annual-report-slsp-2016.pdf'
1	BR52427	Wrong content-type 'text/html' for 'http://www.evraz.com/upload/iblock/baf/EVRAZ%20plc%20FY%202016%20Annual%20Report.pdf'
1	BR53119	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.hali.at/wp-content/uploads/2019/08/nachhaltigkeitsbericht.pdf'': 'https://www.hali.at/wp-content/uploads/2019/08/nachhaltigkeitsbericht.pdf'
1	BR57139	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='http://www.workforce.co.za/images/Workforce%20Annual%20Report%202016.pdf'': 'http://www.workforce.co.za/images/Workforce%20Annual%20Report%202016.pdf'
1	BR56722	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.txccorp.com/index.php/?action=f_social_1&cid=6'': 'http://www.txccorp.com/index.php?action=f_social_1&cid=6'
1	BR58283	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.bny.com/corporate/global/en/_locale-assets/pdf/csr/2017-csr-report.pdf'': 'https://www.bnymellon.com/us/en/_locale-assets/pdf/csr/2017-csr-report.pdf'
1	BR56752	Wrong content-type 'text/html' for 'http://www.uming.com.tw/csr_reports'
1	BR67606	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://parexresources.com/wp-content/uploads/2019/10/BAJA-FINAL-IMPRESION-IS-PAREX-2018-ESP-15-SEPT_.pdf'': 'https://parexresources.com/wp-content/uploads/2019/10/BAJA-FINAL-IMPRESION-IS-PAREX-2018-ESP-15-SEPT_.pdf'
1	BR50331	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://alqueria.com.co/InformeAlqueria2016/files/assets/common/downloads/FCavelerLozano_InformeLabores2014.pdf'': 'http://www.alqueria.com.co/InformeAlqueria2016/files/assets/common/downloads/FCavelerLozano_InformeLabores2014.pdf'
1	BR51247	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.cascade-env.com/media/1768/2017-corporate_sustainability_report_aug.pdf'': 'http://www.cascade-env.com/media/1768/2017-corporate_sustainability_report_aug.pdf'
1	BR51353	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host cgtee.gov.br:80 ssl:default [getaddrinfo failed]': 'http://cgtee.gov.br/Files/RelatoriodeSustentabilidadeEletrobrasCGTEE2016.pdf'
1	BR61923	time-out for 'http://pge.pertamina.com/Uploads/73d6db1c-d6cc-42bb-aeca-53f23bca7704_2017-laporan-keberlanjutan-pge-sr-lowres-web.pdf' Connection timeout to host http://pge.pertamina.com/Uploads/73d6db1c-d6cc-42bb-aeca-53f23bca7704_2017-laporan-keberlanjutan-pge-sr-lowres-web.pdf
1	BR66404	time-out for 'http://www.hygroup.com.tw/upfiles/ADUpload/tw_/tw_csr_download_1631927930.pdf' Connection timeout to host http://www.hygroup.com.tw/upfiles/ADUpload/tw_/tw_csr_download_1631927930.pdf
1	BR53239	Wrong content-type 'text/html' for 'http://www.hindustanpetroleum.com/65th%20AGM.pdf'
1	BR53413	Wrong content-type 'application/json' for 'https://www.hi.co.kr/bin/CI/CI/CICI8057G.jsp'
1	BR52093	Wrong content-type 'text/html' for 'https://www.drbronner.com/media-center/all-one-reports/'
1	BR56250	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.swire-resources.com/wp-content/uploads/2016/01/Sustainability-Report-2016.pdf'': 'https://www.swire-resources.com/wp-content/uploads/2016/01/Sustainability-Report-2016.pdf'
1	BR56977	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.viyellatexgroup.com/wp-content/uploads/2018/02/Viyellatex-Sustainability-Report-2017.pdf'': 'http://www.viyellatexgroup.com/wp-content/uploads/2018/02/Viyellatex-Sustainability-Report-2017.pdf'
1	BR53149	Wrong content-type 'text/plain' for 'https://www.hele.com.tw/down_file.php?f=8551571145951b47e8349e.pdf'
1	BR55840	Wrong content-type 'text/html' for 'http://www.shibaura.co.jp/e/company/csr/index.html'
1	BR59848	Wrong content-type 'text/html' for 'http://raport.podajdalej.org.pl/indeks-gri/'
1	BR63296	file exception for 'https://tonyschocolonely.com/storage/configurations/tonyschocolonelycom.app/files/jaarfairslag/2017-2018/pdf_nl_eng_fr/tonyjfs_201718_compleet_nl.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62315	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.company.rt.ru/404.php'': 'https://www.company.rt.ru/upload/iblock/7c5/RT_SR_2017_final.pdf'
1	BR64162	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.alpek.com/pdf/2019/IA18_ALPEK.pdf'': 'http://www.alpek.com/pdf/2019/IA18_ALPEK.pdf'
1	BR58221	Wrong content-type 'text/html' for 'https://www.paddypowerbetfair.com/~/media/Files/P/Paddy-Power-Betfair/documents/annual-report-2017-v1.pdf'
1	BR52491	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.feldschloesschen.poweruser.ch/nachhaltigkeitsbericht-2016-de/files/assets/common/downloads/publication.pdf'': 'http://www.feldschloesschen.poweruser.ch/nachhaltigkeitsbericht-2016-de/files/assets/common/downloads/publication.pdf'
1	BR61308	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://m-core.pro/about/key_facts/Facts_and_figures/2018-07_Social_report_v13_03.pdf'': 'https://maykor.com/about/key_facts/Facts_and_figures/2018-07_Social_report_v13_03.pdf'
1	BR51444	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.clypg.com.cn/upload/Attach/mrbj/3337285474.pdf'': 'http://www.clypg.com.cn/upload/Attach/mrbj/3337285474.pdf'
1	BR60720	Wrong content-type 'text/html' for 'https://www.jabil.com/ser-report/gri-index'
1	BR52320	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.enmax.com/AboutUsSite/Documents/ENMAX-2016-CR-REPORT-GRI-G4-MAY2017.pdf'': 'https://www.enmax.com/AboutUsSite/Documents/ENMAX-2016-CR-REPORT-GRI-G4-MAY2017.pdf'
1	BR51626	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://exolum.com/docs2/Informe_Ejecutivo_16_Sp4.pdf'': 'http://www.clh.es/docs2/Informe_Ejecutivo_16_Sp4.pdf'
1	BR50833	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.bicigui.org:80 ssl:default [getaddrinfo failed]': 'http://www.bicigui.org/wp-content/blogs.dir/sites/9/2015/08/Rapport-annuel-2016-BICIGUI.pdf'
1	BR56162	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.suek.com/upload/files/pdf/en/SUEK_AR2016_ENG.pdf'': 'http://www.suek.com/upload/files/pdf/en/SUEK_AR2016_ENG.pdf'
1	BR69366	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.aercap.com/media/3027/aercap-esg-report-2020-gri-content-index.pdf'': 'https://www.aercap.com/media/3027/aercap-esg-report-2020-gri-content-index.pdf'
1	BR57506	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.afrimat.co.za/documents/AnnualReports/Afrimat-IAR-2018.pdf'': 'https://www.afrimat.co.za/documents/AnnualReports/Afrimat-IAR-2018.pdf'
1	BR61362	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://gyar.mercedes-benz.hu/doc/MercedesBenz_Eves_beszamolo2017_20180514_web_FINAL.pdf'': 'http://gyar.mercedes-benz.hu/doc/MercedesBenz_Eves_beszamolo2017_20180514_web_FINAL.pdf'
1	BR67267	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host ir.mq.se:80 ssl:default [getaddrinfo failed]': 'http://ir.mq.se/sites/default/files/201912184116-1.pdf'
1	BR56647	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://transalta.com/wp-content/uploads/2016/12/TAC2016_IntegratedReport-Final.pdf'': 'http://www.transalta.com/wp-content/uploads/2016/12/TAC2016_IntegratedReport-Final.pdf'
1	BR56793	Wrong content-type 'text/html' for 'https://www.unionbankng.com/sustainability-report-2016/'
1	BR56850	Wrong content-type 'text/html' for 'http://reports.sustainability.umich.edu/'
1	BR54328	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.maybank.co.id/csr/sustainability-report/Documents/Laporan%20Keberlanjutan%20Maybank%20Indonesia%202016.pdf'': 'https://www.maybank.co.id/csr/sustainability-report/Documents/Laporan%20Keberlanjutan%20Maybank%20Indonesia%202016.pdf'
1	BR50938	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.bemlindia.com:80 ssl:default [getaddrinfo failed]': 'http://www.bemlindia.com/writereaddata/Downloads/201708301041462016-17.pdf'
1	BR64198	time-out for 'https://www.amd.com/system/files/documents/GRI-Index.pdf' Timeout on reading data from socket
1	BR50451	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.apap.com.do/a/i/reporte-sostenibilidad-2016.pdf'': 'http://www.apap.com.do/a/i/reporte-sostenibilidad-2016.pdf'
1	BR53392	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://hunter.global/sites/corporate.hunterindustries.com/files/2016_Hunter_CSR_Report.pdf'': 'https://corporate.hunterindustries.com/sites/corporate.hunterindustries.com/files/2016_Hunter_CSR_Report.pdf'
